city,price,name,address,description,link
charlotte NC,Unpriced,4420 Rozzelles Ferry Rd.,"4420 Rozzelles Ferry Rd.
Charlotte, NC 28208","Industrial • 13,000 SqFt",https://www.crexi.com/properties/2023480/north-carolina-4420-rozzelles-ferry-rd
charlotte NC,Unpriced,Steele Creek Commercial Lot,"8612 Steele Creek Rd
Charlotte, NC 28273",Land • 1.134 acres,https://www.crexi.com/properties/1720745/north-carolina-steele-creek-commercial-lot
charlotte NC,"$3,107,000","7-Eleven Anchor Strip | Charlotte, NC","8641 South Blvd
Charlotte, NC 28273",8.00% CAP • Top Performing 7-Eleven in the State,https://www.crexi.com/properties/1982968/north-carolina-7-eleven-anchor-strip-charlotte-nc
charlotte NC,"$1,500,000",Kirkley,"2925 Derita Av.
Charlotte, NC 28269",Land • 3.03 acres,https://www.crexi.com/properties/1717864/north-carolina-kirkley
charlotte NC,Unpriced,8345 West W.T.Harris Boulevard,"8345 W W.T.Harris Blvd
Charlotte, NC 28216",Land • 1.735 acres,https://www.crexi.com/properties/1930292/north-carolina-8345-west-wtharris-boulevard
charlotte NC,Unpriced,2604 N. Brevard St & 401 Charles Ave,2 LOCATIONS,Retail,https://www.crexi.com/properties/1899881/north-carolina-2604-n-brevard-st-401-charles-ave
charlotte NC,"$610,000","10310 Couloak Dr, Suit 400","10310 Couloak Dr
Charlotte, NC 28216","Two-story, 2,978 SF office condo located just minutes from I-485 • Suite 400",https://www.crexi.com/properties/1334561/north-carolina-10310-couloak-dr-suit-400
charlotte NC,Unpriced,227-231 Atando,"227 Atando Ave
Charlotte, NC 28206",Land • 5.629 acres,https://www.crexi.com/properties/1731347/north-carolina-227-231-atando
charlotte NC,Unpriced,Urban Core,"308 W Worthington Ave & 1825 Wickford Place
Charlotte, NC 28203",Urban Core Property • +/- 0.341 AC • For Sale,https://www.crexi.com/properties/368902/north-carolina-urban-core
charlotte NC,"$1,950,000",3.61 Acres For Sale,"9100 Mt Holly Rd
Charlotte, NC 28214",Land • 3.61 acres,https://www.crexi.com/properties/1914698/north-carolina-361-acres-for-sale
charlotte NC,"$305,000",Crown Centre Office Building,"2101 Sardis Rd. N
Charlotte, NC 28227",Rare opportunity for owner/operator to buy into this building which is fully occupied.,https://www.crexi.com/properties/2011615/north-carolina-crown-centre-office-building
charlotte NC,"$1,900,000",Tennyson Dr Lot 7102,"Tennyson Dr
Charlotte, NC 28208",Land • 0.29 acres,https://www.crexi.com/properties/1706212/north-carolina-tennyson-dr-lot-7102
charlotte NC,"$1,200,000","1.22 +/- AC, Signalized Corner","6797 N Tryon St
Charlotte, NC 28213",Signalized Corner • 1.22 acres,https://www.crexi.com/properties/1819999/north-carolina-122---ac-signalized-corner
charlotte NC,"$399,000",2928 N. Graham Street,"2928 N Graham St
Charlotte, NC 28206","Industrial • 1,184 SF",https://www.crexi.com/properties/1899222/north-carolina-2928-n-graham-street
charlotte NC,"$1,568,000",Family Dollar,"4130 Rozzelles Ferry Rd
Charlotte, NC 28216","Retail • 7.75% CAP • 8,537 SqFt",https://www.crexi.com/properties/1901711/north-carolina-family-dollar
charlotte NC,"$1,350,000",Metrolina Park,"5326 Gibbon Rd
Charlotte, NC 28269",Land • 2.49 acres,https://www.crexi.com/properties/1804831/north-carolina-metrolina-park
charlotte NC,"$4,100,000",4044 Yancey Road - LOSO Land,"4044 Yancey Rd
Charlotte, NC 28217","Land • 41,599 SF",https://www.crexi.com/properties/1515741/north-carolina-4044-yancey-road---loso-land
charlotte NC,"$1,385,000",2506 Beatties Ford Road,"2506 Beatties Ford Rd
Charlotte, NC 28216",Land • 0.512 acres,https://www.crexi.com/properties/1888233/north-carolina-2506-beatties-ford-road
charlotte NC,"$372,824",The Arbors Professional Center,"2315 W Arbors Dr
Charlotte, NC 28262","Office • 1,055 SqFt",https://www.crexi.com/properties/1884322/north-carolina-the-arbors-professional-center
charlotte NC,"$4,500,000",505 Beatties Ford Rd,"505 Beatties Ford Rd
Charlotte, NC 28216",0.84 acres at Beatties Ford Rd & French St directly on new Gold Line Trolley and in Opportunity Zone,https://www.crexi.com/properties/153110/north-carolina-505-beatties-ford-rd--in-opp-zone
charlotte NC,Unpriced,2710 N. Brevard St,"2710 N Brevard St
Charlotte, NC 28205",Retail • 480 SF,https://www.crexi.com/properties/1305000/north-carolina-2710-n-brevard-st
charlotte NC,Unpriced,221 S Tryon St,"221 S Tryon St
Charlotte, NC 28202",Iconic Retail Condo in Charlotte's Thriving Uptown,https://www.crexi.com/properties/1657381/north-carolina-221-s-tryon-st
charlotte NC,Unpriced,I-485 & Prosperity Church Road,"5300 Prosperity Church Rd
Charlotte, NC 28269",Land • 1.98 acres,https://www.crexi.com/properties/1832412/north-carolina-i-485-prosperity-church-road
charlotte NC,"$11,620,714",Adams Auto Group,"6027 N Tryon St
Charlotte, NC 28213","Retail • 7.00% CAP • 12,000 SF",https://www.crexi.com/properties/1924620/north-carolina-adams-auto-group
charlotte NC,"$900,000","1720 Oakdale Road Charlotte, NC","1720 Oakdale Rd
Charlotte, NC 28216",Office/Retail For Sale,https://www.crexi.com/properties/1746433/north-carolina-1720-oakdale-road-charlotte-nc
charlotte NC,"$2,175,000",6304 N. Tryon,"6304 N Tryon St
Charlotte, NC 28213","Mixed Use • 9,433 SF",https://www.crexi.com/properties/1933890/north-carolina-6304-n-tryon
charlotte NC,Unpriced,935 S Summit,"935 S Summit Ave
Charlotte, NC 28208",Multifamily,https://www.crexi.com/properties/1777952/north-carolina-935-s-summit-avenue
charlotte NC,"$35,000,000",Innovation Center,"6900 Morris Estate Drive
Charlotte, NC 28262","Innovation Center: ±260,000 SF Manufacturing Facility",https://www.crexi.com/properties/1899423/north-carolina-innovation-center
charlotte NC,Unpriced,118 W 28th Street,"118 W 28th St
Charlotte, NC 28206","Land For Sale: Multifamily, Retail, Industrial",https://www.crexi.com/properties/1978549/north-carolina-118-w-28th-street
charlotte NC,"$2,900,000",2528 Lucena,"2528 Lucena St
Charlotte, NC 28206","Industrial • 20,228 SF",https://www.crexi.com/properties/1915584/north-carolina-2528-lucena
charlotte NC,"$5,500,000",3726 Latrobe Drive,"3726 Latrobe Dr
Charlotte, NC 28211","Office • 22,185 SqFt",https://www.crexi.com/properties/917381/north-carolina-3726-latrobe-drive
charlotte NC,Unpriced,2224 Coronation Blvd,"2224 Coronation Blvd
Charlotte, NC 28227",Land • 0.78 acres,https://www.crexi.com/properties/1925908/north-carolina-2224-coronation-blvd
charlotte NC,Unpriced,Westinghouse Blvd Acreage,"2310 Westinghouse Blvd
Charlotte, NC 28273",Land • 4.08 acres • For Sale,https://www.crexi.com/properties/1777530/north-carolina-westinghouse-blvd-acreage
charlotte NC,Unpriced,S. Summit Avenue - Office Site Infill Land Sale,"S Summit Ave
Charlotte, NC 28208",office site land near uptown Charlotte in an opportunity zone,https://www.crexi.com/properties/1293116/north-carolina-s-summit-avenue---infill-land-sale
charlotte NC,"$5,100,000",3101 & 3109 Westinghouse Blvd.,"3109 Westinghouse Blvd
Charlotte, NC 28273","Single Tenant Industrial Investment • 16,540 SF",https://www.crexi.com/properties/1952837/north-carolina-3101-3109-westinghouse-blvd
charlotte NC,Unpriced,3623 Latrobe Drive,"3623 Latrobe Dr
Charlotte, NC 28211",Office,https://www.crexi.com/properties/1043374/north-carolina-3623-latrobe-drive
charlotte NC,Unpriced,Plaza Midwood Retail,"1212 Pecan Avenue & 1801 Commonwealth Ave
Charlotte, NC 28205","Retail • 15,000 SF",https://www.crexi.com/properties/232668/north-carolina-1212-pecan-avenue
charlotte NC,"$3,500,000","1518 Bryant St, Charlotte, NC","1518 Bryant St
Charlotte, NC 28208",Available less than 1 mile from Uptown Charlotte and South End. Possible assemblage w/ adjacent land,https://www.crexi.com/properties/1557443/north-carolina-1518-bryant-st-charlotte-nc
charlotte NC,Unpriced,Loso Development Opportunity,3 LOCATIONS,+/- 1.291 AC • LoSo Development Opportunity,https://www.crexi.com/properties/1189729/north-carolina-401-bowman-rd-3910-s-tryon-st-3920-s-tryon-st
charlotte NC,"$5,463,000",Circle K,"5330 Statesville Rd
Charlotte, NC 28269","Retail • 6.15% CAP • 5,200 SF",https://www.crexi.com/properties/1743581/north-carolina-circle-k
charlotte NC,Unpriced,LoSo Covered Land Play & Development Site,"4447 South Boulevard
Charlotte, NC 28209","A +/- 2.66-Acre Flex/Industrial Redevelopment Opportunity in Charlotte, North Carolina",https://www.crexi.com/properties/2013722/north-carolina-loso-covered-land-play-development-site
charlotte NC,Unpriced,3206 South Tryon St,"3206 S Tryon St
Charlotte, NC 28217",Development site is LOSO area Corner Lot Charlotte NC,https://www.crexi.com/properties/1928681/north-carolina-3206-south-tryon-st
charlotte NC,"$1,500,000",0000 Mallard Creek Road,"0000 Mallard Creek Rd
Charlotte, NC 28262",Land • 1.5 acres,https://www.crexi.com/properties/1647511/north-carolina-mallard-creek
charlotte NC,Unpriced,10301 Feldfarm Lane,"10301 Feldfarm Lane
Pineville, NC 28210","Retail • 15,336 SF",https://www.crexi.com/properties/1899605/north-carolina-10301-feldfarm-lane
charlotte NC,"$2,175,000","Steele Creek Charlotte, NC 1.66 ac on Interchange I-485/160","4917 Trojan Dr
Charlotte, NC 28278","Rough graded, utilities available, off-site detention in place",https://www.crexi.com/properties/1571320/north-carolina-steele-creek-charlotte-nc-166-ac-on-interchange-i-485160
charlotte NC,Unpriced,Sardis Road & Krefeld Drive,"8715 Krefeld Dr
Charlotte, NC 28227","Discover a prime commercial opportunity at 8715 Krefeld Drive, Charlotte, NC.",https://www.crexi.com/properties/1766988/north-carolina-sardis-road-krefeld-drive
charlotte NC,"$799,000",2039 Lanier Ave - Oakhurst Triplex,"2039 lanier ave
Charlotte, NC 28205",Charming Triplex in Oakhurst – Rare Investment Opportunity!,https://www.crexi.com/properties/1921300/north-carolina-2039-lanier-ave---oakhurst-triplex
charlotte NC,"$1,650,000",6709 N Tryon St,"6709 N Tryon St
Charlotte, NC 28213",FORMER BANK BRANCH FOR SALE • PRIME RETAIL LOCATION IN CHARLOTTE,https://www.crexi.com/properties/1337405/north-carolina-former-bank-branch
charlotte NC,Unpriced,4000 North Sharon Amity Road,"4000 N Sharon Amity Rd
Charlotte, NC 28205",Land • 6.5 acres,https://www.crexi.com/properties/1079836/north-carolina-4000-north-sharon-amity-road
charlotte NC,"$750,000",2215 West Boulevard,"2215 West Blvd
Charlotte, NC 28208",1200 Sf vacant free standing retail space on a busy corner with 2 lots for residential development.,https://www.crexi.com/properties/1826736/north-carolina-2215-west-boulevard
